,floor_area_sqm,remaining_lease,no_of_mrt_within_1km,bus_dist,no_of_bus_within_1km,school_dist,no_of_schools_within_1km,mrt_dist,resale_price,town_ANG MO KIO,town_BEDOK,town_BISHAN,town_BUKIT BATOK,town_BUKIT MERAH,town_BUKIT PANJANG,town_BUKIT TIMAH,town_CENTRAL AREA,town_CHOA CHU KANG,town_CLEMENTI,town_GEYLANG,town_HOUGANG,town_JURONG EAST,town_JURONG WEST,town_KALLANG/WHAMPOA,town_MARINE PARADE,town_PASIR RIS,town_PUNGGOL,town_QUEENSTOWN,town_SEMBAWANG,town_SENGKANG,town_SERANGOON,town_TAMPINES,town_TOA PAYOH,town_WOODLANDS,town_YISHUN,flat_type_1 ROOM,flat_type_2 ROOM,flat_type_3 ROOM,flat_type_4 ROOM,flat_type_5 ROOM,flat_type_EXECUTIVE,flat_type_MULTI-GENERATION,storey_range_01 TO 03,storey_range_04 TO 06,storey_range_07 TO 09,storey_range_10 TO 12,storey_range_13 TO 15,storey_range_16 TO 18,storey_range_19 TO 21,storey_range_22 TO 24,storey_range_25 TO 27,storey_range_28 TO 30,storey_range_31 TO 33,storey_range_34 TO 36,storey_range_37 TO 39,storey_range_40 TO 42,storey_range_43 TO 45,storey_range_46 TO 48,storey_range_49 TO 51,flat_model_Adjoined flat,flat_model_Apartment,flat_model_DBSS,flat_model_Improved,flat_model_Improved-Maisonette,flat_model_Maisonette,flat_model_Model A,flat_model_Model A-Maisonette,flat_model_Model A2,flat_model_Multi Generation,flat_model_New Generation,flat_model_Premium Apartment,flat_model_Premium Apartment Loft,flat_model_Premium Maisonette,flat_model_Simplified,flat_model_Standard,flat_model_Terrace,flat_model_Type S1,flat_model_Type S2
55567,1.0582587037513227,-0.10673892056371173,-0.22038997080466366,-0.28485318109401564,0.30574718836347614,0.2408646555787694,0.591989806366814,0.0929460753770486,500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55568,1.223100157019028,-0.022976095869017204,-0.22038997080466366,-0.9008789406458544,-0.8165438723711884,-0.9019715956594687,-1.2160436161839885,-0.4092654007259651,563000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55569,1.2643105203359544,0.11233308248395088,-0.22038997080466366,-0.27677770528354395,-0.8165438723711884,-0.9977531309992874,-1.2160436161839885,-0.7480386637728041,592000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55570,2.129728149991408,0.10588978827666669,-1.2910514781365379,-0.45211135854783296,0.30574718836347614,-0.5570317575147592,0.591989806366814,1.675756931765086,605000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55571,2.212148876625261,-0.35158410044051114,-0.22038997080466366,0.7356309592391778,0.30574718836347614,0.5783109178008848,-1.2160436161839885,-0.08880475836082324,600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55572,1.8412556067729233,-0.42246033672063726,-1.2910514781365379,-0.015023509469326344,0.6798442086083643,-1.304083455023628,-0.3120269049085873,0.8066815464576408,580000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55573,2.006097060040629,-0.4353469251352056,-1.2910514781365379,-1.08237671677559,-0.44244685212630025,-1.4444721359614199,-0.3120269049085873,0.8844838708826587,610000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55574,2.006097060040629,-0.42246033672063726,-1.2910514781365379,0.39089333954888633,0.30574718836347614,-1.0020667145039843,-0.3120269049085873,1.152022162142425,625000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55575,2.006097060040629,-0.04874927269815398,-1.2910514781365379,-0.18595909482861078,-0.44244685212630025,-0.3755372757920488,0.591989806366814,1.6307902241720598,503000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55576,2.0473074233575552,-0.04874927269815398,-1.2910514781365379,-0.5208370869496265,-0.06834983188141205,-0.8638259376264715,0.591989806366814,1.4520375178607043,555000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55577,2.3357799665760397,-0.10673892056371173,-0.22038997080466366,1.6244975640767612,0.6798442086083643,0.3428483077441797,-0.3120269049085873,0.18318774978772798,725000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55578,2.0473074233575552,-0.10673892056371173,-0.22038997080466366,1.052854301719659,1.0539412288532524,0.6184049454631527,-0.3120269049085873,-0.024651390686433305,660000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55579,1.9236763334067761,-0.04230597849086978,-0.22038997080466366,0.6595310222737094,-0.8165438723711884,-0.794737759454196,-1.2160436161839885,-0.1878242462704968,625000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55580,2.006097060040629,0.17032273034950862,-1.2910514781365379,-0.767675411417291,0.30574718836347614,1.4953632320256465,-0.3120269049085873,2.1196469025743268,565000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55581,1.8824659700898498,0.16387943614222444,-1.2910514781365379,-1.2073267651070967,0.30574718836347614,1.2263647296235252,-0.3120269049085873,2.004101564394851,595000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55582,-2.114939271652007,1.5942907501593155,0.8502715365272105,3.2585610585420217,-0.8165438723711884,-0.7704473060625703,1.4960065176422153,-0.3552232419921105,265000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55583,-1.2083112786796268,1.4396516891844948,2.991594551190959,-1.8270331102622293,-0.06834983188141205,-0.948485707657568,-0.3120269049085873,-1.175854269967112,353000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55584,-1.2495216419965531,1.5620742791228945,-0.22038997080466366,0.18636798785375805,-1.938834933105853,-0.20935454930151473,0.591989806366814,-0.8262831624389865,370000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55585,-1.0434698254119215,1.4589815718063475,-0.22038997080466366,0.18636798785375805,-1.938834933105853,-0.20935454930151473,0.591989806366814,-0.8262831624389865,372000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55586,-1.2495216419965531,1.5942907501593155,0.8502715365272105,2.0352700964834054,-1.1906408926160765,-0.4853527565945092,2.4000232289176164,-0.14465014042892357,340000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55587,-1.2495216419965531,1.6200639269884523,0.8502715365272105,2.2676395697065552,-1.1906408926160765,-0.8622673760129405,1.4960065176422153,-0.17623376223160844,338000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55588,-1.2495216419965531,1.5427443965010421,0.8502715365272105,1.8973121732361071,-1.5647379128609646,-1.2412086166740197,1.4960065176422153,-0.326079561416712,372000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55589,-0.13684183243954157,0.7180027379686651,1.9209330438590848,-1.6767461413511286,1.8021352693430288,-1.525171791186262,0.591989806366814,-0.8166220603028282,370000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55590,-0.301683285707247,0.6857862669322442,1.9209330438590848,-1.6767461413511286,1.8021352693430288,-1.525171791186262,0.591989806366814,-0.8166220603028282,370000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55591,-0.17805219575646794,1.0530540367474432,2.991594551190959,0.6601545470255641,2.5503293098328053,-1.33664100095824,1.4960065176422153,-1.0995207658016073,412000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55592,-0.17805219575646794,1.4396516891844948,2.991594551190959,-1.8270331102622293,-0.06834983188141205,-0.948485707657568,-0.3120269049085873,-1.175854269967112,453000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55593,-0.17805219575646794,1.5040846312573368,2.991594551190959,-0.7739269592296419,1.0539412288532524,-0.25137007676001516,1.4960065176422153,-1.3193559500847103,450000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55594,-0.17805219575646794,1.4976413370500528,1.9209330438590848,-0.5973477027718368,2.5503293098328053,-0.9581065316885603,1.4960065176422153,-1.0293779405202186,450000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55595,-0.2192625590733943,1.0530540367474432,2.991594551190959,0.13794501789553523,1.8021352693430288,-1.2153331684195732,1.4960065176422153,-1.1924518075517323,388000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55596,-0.17805219575646794,1.4396516891844948,2.991594551190959,-1.8270331102622293,-0.06834983188141205,-0.948485707657568,-0.3120269049085873,-1.175854269967112,418000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55597,-0.2192625590733943,1.0530540367474432,2.991594551190959,-0.47558075631054186,1.4280382490981407,-0.9818384040668298,1.4960065176422153,-1.2692928566066715,422000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55598,-0.17805219575646794,1.4976413370500528,1.9209330438590848,-0.5973477027718368,2.5503293098328053,-0.9581065316885603,1.4960065176422153,-1.0293779405202186,440000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55599,-0.17805219575646794,1.4396516891844948,2.991594551190959,-1.8270331102622293,-0.06834983188141205,-0.948485707657568,-0.3120269049085873,-1.175854269967112,450888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55600,-0.2192625590733943,1.1497034498567062,1.9209330438590848,0.5251136540237954,-0.8165438723711884,0.8734538858630374,-1.2160436161839885,-1.1259068776393908,365000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55601,-0.2192625590733943,1.5491876907083262,1.9209330438590848,-1.1509573324647144,-0.06834983188141205,-0.6104383414588457,-0.3120269049085873,-1.226491648979515,445000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55602,-0.013210742488762516,1.446094983391779,1.9209330438590848,-1.1509573324647144,-0.06834983188141205,-0.6104383414588457,-0.3120269049085873,-1.226491648979515,528000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55603,-0.2192625590733943,1.5620742791228945,-0.22038997080466366,0.1480300274678885,-1.5647379128609646,-0.8334873687608,0.591989806366814,-0.4141988597904742,430000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55604,-0.17805219575646794,1.4847547486354842,-0.22038997080466366,-0.36044207632139086,-1.5647379128609646,-0.0724726971001835,1.4960065176422153,-0.8529178151254272,520000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55605,-0.17805219575646794,1.4847547486354842,-0.22038997080466366,0.18636798785375805,-1.938834933105853,-0.20935454930151473,0.591989806366814,-0.8262831624389865,540000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55606,-0.17805219575646794,1.4847547486354842,-0.22038997080466366,-1.1821918477077142,-2.3129319533507413,0.4037630963750234,0.591989806366814,-1.0695036983862467,568000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55607,0.02799962082816384,1.4589815718063475,-0.22038997080466366,0.18636798785375805,-1.938834933105853,-0.20935454930151473,0.591989806366814,-0.8262831624389865,530000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55608,-0.2192625590733943,1.5942907501593155,1.9209330438590848,2.240529715694614,-1.1906408926160765,-1.0394491141010245,1.4960065176422153,-0.3501218437743751,462000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55609,-0.17805219575646794,1.4847547486354842,-0.22038997080466366,-0.6701197674201348,-2.3129319533507413,0.25293355928765293,0.591989806366814,-1.0141996335298362,490000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55610,-0.2192625590733943,1.5942907501593155,0.8502715365272105,2.033499521527993,-1.1906408926160765,-0.5757030013261565,1.4960065176422153,-0.18130869027044355,415888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55611,-0.17805219575646794,1.4847547486354842,-0.22038997080466366,0.512548530515239,-1.938834933105853,-0.2882441862415183,0.591989806366814,-0.7994822172931915,518000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55612,-0.13684183243954157,1.4847547486354842,-0.22038997080466366,0.013632361173327934,-2.3129319533507413,-0.009937972356829947,0.591989806366814,-0.9133549729779953,523000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55613,-0.2192625590733943,1.407435218148074,0.8502715365272105,0.7535372907742354,-0.8165438723711884,-0.1886733435871886,0.591989806366814,-1.2852804955007764,460000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55614,-0.17805219575646794,1.4203218065626424,0.8502715365272105,0.7535372907742354,-0.8165438723711884,-0.1886733435871886,0.591989806366814,-1.2852804955007764,415000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55615,-0.2192625590733943,1.5491876907083262,0.8502715365272105,1.8973121732361071,-1.5647379128609646,-1.2412086166740197,1.4960065176422153,-0.326079561416712,400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55616,-0.17805219575646794,1.6200639269884523,2.991594551190959,2.9337458684161417,-0.8165438723711884,-0.7678798476156755,1.4960065176422153,-0.21277749584255665,450000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55617,-0.2192625590733943,1.6329505154030208,1.9209330438590848,0.5645726522310228,-1.938834933105853,0.13371608136409596,0.591989806366814,-1.2235853278628244,550000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55618,-0.2192625590733943,1.6329505154030208,1.9209330438590848,-0.02723151390550377,-1.5647379128609646,1.2116339711316682,0.591989806366814,-1.2513410175481168,449888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55619,-0.2192625590733943,1.6329505154030208,1.9209330438590848,0.4498409338398114,-1.938834933105853,0.5885144444243031,0.591989806366814,-1.3776382900778874,525000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55620,-0.2192625590733943,1.6329505154030208,1.9209330438590848,-0.4586102523667709,-1.938834933105853,0.44113109427314867,0.591989806366814,-1.4337068750109754,560000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55621,0.5637343439482064,0.7437759147978019,0.8502715365272105,-1.1386355335437264,-0.8165438723711884,1.1064395670946254,0.591989806366814,-0.6357196170424193,405000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55622,0.5225239806312801,0.7759923858342229,0.8502715365272105,-1.1386355335437264,-0.8165438723711884,1.1064395670946254,0.591989806366814,-0.6357196170424193,439888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55623,0.5225239806312801,0.6986728553468126,0.8502715365272105,-1.1386355335437264,-0.8165438723711884,1.1064395670946254,0.591989806366814,-0.6357196170424193,401000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55624,0.5225239806312801,0.7824356800415071,0.8502715365272105,-1.1386355335437264,-0.8165438723711884,1.1064395670946254,0.591989806366814,-0.6357196170424193,465000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55625,0.5637343439482064,0.7180027379686651,1.9209330438590848,-1.6767461413511286,1.8021352693430288,-1.525171791186262,0.591989806366814,-0.8166220603028282,500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
